Overall,Team,Player,Nat.,Pos,Age,To,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS
180,Vancouver Canucks,Pathrik Westerholm,SE,C,19,,Malmo (Sweden-2),,,,,,,,,,,,,
180,New Jersey Devils,Artur Gavrus,BY,C/LW,18,,Owen Sound (OHL),,,,,,,,,,,,,
180,Boston Bruins,Anton Blidh,SE,LW,18,2022,Frolunda Jr. (Sweden-Jr.),66,4,8,12,-11,25,,,,,,,0.2
181,Montreal Canadiens,Loic Lacasse,CA,G,18,,Baie-Comeau (QMJHL),,,,,,,,,,,,,
181,Washington Capitals,Tim Kennedy,US,LW,19,2014,Sioux City (USHL),162,15,24,39,-17,60,,,,,,,1.8
181,Ottawa Senators,Kevin Koopman,CA,D,18,,Beaver Valley (KIJHL),,,,,,,,,,,,,
181,Florida Panthers,Corey Syvret,CA,D,18,,Guelph (OHL),,,,,,,,,,,,,
181,Detroit Red Wings,Stephen Johnston,CA,LW,18,,Belleville (OHL),,,,,,,,,,,,,
181,Pittsburgh Penguins,Viktor Ekbom,SE,D,20,,Linkoping ( ),,,,,,,,,,,,,
181,Edmonton Oilers,Kristians Pelss,LV,LW,18,,Dyn. Jr. Riga (Belarus-Jr.),,,,,,,,,,,,,
181,Boston Bruins,Lars Volden,NO,G,19,,Blues Jr. (Finland-Jr.),,,,,,,,,,,,,
181,Los Angeles Kings,Paul Ladue,US,D,20,2022,Lincoln (USHL),70,5,13,18,-2,22,,,,,,,3.6
181,Chicago Blackhawks,Anthony Louis,US,C,18,,USA U-18 (USHL),,,,,,,,,,,,,
182,Calgary Flames,Fred Wikner,SE,LW,18,,Vastra Frolunda Jr. (Sweden-Jr.),,,,,,,,,,,,,
182,Buffalo Sabres,Adam Dennis,CA,G,20,,London (OHL),,,,,,,,,,,,,
182,Detroit Red Wings,Jan Mursak,SI,LW,18,2013,Ceske Budejovice Jr. ( ),46,2,2,4,-1,8,,,,,,,-0.1
182,Philadelphia Flyers,Brad Phillips,US,G,18,,U.S. National U-18 (USNTDP),,,,,,,,,,,,,
182,Tampa Bay Lightning,Matias Sointu,FI,RW,18,,Ilves Tampere Jr. (Finland-Jr.),,,,,,,,,,,,,
182,Minnesota Wild,Erik Haula,FI,LW,18,2022,Shattuck-St. Mary's (High-MN),508,101,119,220,29,227,,,,,,,23.3
182,Toronto Maple Leafs,Josh Nicholls,CA,RW,18,,Saskatoon (WHL),,,,,,,,,,,,,
182,Edmonton Oilers,Frans Tuohimaa,FI,G,20,,Jokerit Jr. (Finland-Jr.),,,,,,,,,,,,,
182,Columbus Blue Jackets,Gianluca Curcuruto,CA,D,18,,Sault Ste. Marie (OHL),,,,,,,,,,,,,
182,Dallas Stars,Aleksi Makela,FI,D,18,,Ilves Jr. (Finland-Jr.),,,,,,,,,,,,,
183,Dallas Stars,Trevor Ludwig,US,D,19,,Texas (NAHL),,,,,,,,,,,,,
183,San Jose Sharks,Will Colbert,CA,D,20,,Ottawa (OHL),,,,,,,,,,,,,
183,Carolina Hurricanes,Nick Dodge,CA,RW,20,,Clarkson ( ),,,,,,,,,,,,,
183,Tampa Bay Lightning,Torrie Jung,CA,G,18,,Kelowna (WHL),,,,,,,,,,,,,
183,Los Angeles Kings,Garrett Roe,US,LW,20,,St. Cloud State (WCHA),,,,,,,,,,,,,
183,Tampa Bay Lightning,Kirill Gotovets,BY,D,18,,Shattuck-St. Mary's (High-MN),,,,,,,,,,,,,
183,Florida Panthers,R.J. Boyd,US,D,19,,Cushing Academy (High-MA),,,,,,,,,,,,,
183,Colorado Avalanche,Dillon Donnelly,US,D,18,,Shawinigan (QMJHL),,,,,,,,,,,,,
183,Dallas Stars,Dmitry Sinitsyn,RU,D,18,,Zelenograd Jr./U. Mass-Lowell (H-East),,,,,,,,,,,,,
183,Colorado Avalanche,Wilhelm Westlund,SE,D,18,,Farjestad Jr. (Sweden-Jr.),,,,,,,,,,,,,
184,Colorado Avalanche,Derek Peltier,US,D,19,2010,Cedar Rapids (USHL),14,0,0,0,-4,2,,,,,,,-0.1
184,Los Angeles Kings,Ryan McGinnis,US,D,18,,Plymouth (OHL),,,,,,,,,,,,,
184,St. Louis Blues,Alexander Hellstrom,SE,D,19,,Bjorkloven (Sweden),,,,,,,,,,,,,
184,Los Angeles Kings,Josh Kidd,CA,D,18,,Erie (OHL),,,,,,,,,,,,,
184,Atlanta Thrashers,Zach Redmond,US,D,20,2018,Ferris State (CCHA),133,9,29,38,12,50,,,,,,,8.1
184,Colorado Avalanche,Gus Young,US,D,18,,Nobles (High-MA),,,,,,,,,,,,,
184,Columbus Blue Jackets,Martin Ouellette,CA,G,18,,Kimball Union (High-NH),,,,,,,,,,,,,
184,Florida Panthers,Iiro Pakarinen,FI,RW,20,2018,KalPa Kuopio (Finland),134,10,13,23,-11,18,,,,,,,1
184,Phoenix Coyotes,Marek Langhamer,CZ,G,18,2018,Pardubice Jr. (Czech),2,0,0,0,0,0,2,0,0,0,0.944,1.35,0.2
184,Tampa Bay Lightning,Saku Salminen,FI,C,18,,K-Vantaa (Finland-2),,,,,,,,,,,,,
185,New Jersey Devils,Josh Disher,CA,G,19,,Erie (OHL),,,,,,,,,,,,,
185,Vancouver Canucks,Kris Fredheim,CA,D,18,2012,Notre Dame (SJHL),3,0,0,0,-2,2,,,,,,,-0.1
185,Pittsburgh Penguins,Timo Seppanen,FI,D,19,,HIFK Helsinki ( ),,,,,,,,,,,,,
185,Washington Capitals,Nick Larson,US,C,18,,Omaha (USHL),,,,,,,,,,,,,
185,St. Louis Blues,Paul Karpowich,CA,G,19,,Wellington (OPJHL),,,,,,,,,,,,,
185,Atlanta Thrashers,Levko Koper,CA,LW,18,,Spokane (WHL),,,,,,,,,,,,,
185,New York Islanders,Cody Rosen,CA,G,19,,Clarkson (ECAC),,,,,,,,,,,,,
185,New York Islanders,Mitchell Theoret,CA,C,18,,Niagara (OHL),,,,,,,,,,,,,
185,New York Islanders,Jake Bischoff,US,D,18,2020,Grand Rapids (High-MN),4,0,0,0,-2,4,,,,,,,-0.1
185,Nashville Predators,Wade Murphy,CA,RW,19,,Penticton (BCHL),,,,,,,,,,,,,
186,Atlanta Thrashers,Dan Turple,CA,G,19,,Oshawa (OHL),,,,,,,,,,,,,
186,Ottawa Senators,Dmitri Megalinsky,RU,D,20,,Lokomotiv Yaroslavl 2 (Russia-3),,,,,,,,,,,,,
186,Chicago Blackhawks,Peter Leblanc,CA,C,18,2014,Hamilton (OPJHL),1,0,0,0,0,0,,,,,,,0
186,Calgary Flames,C.J. Severyn,US,LW,18,,U.S. National U-18 (USNTDP),,,,,,,,,,,,,
186,San Jose Sharks,Jason Demers,CA,D,20,2021,Victoriaville (QMJHL),699,45,169,214,31,407,,,,,,,44
186,Los Angeles Kings,Jordan Nolan,CA,C,20,2019,Sault Ste. Marie (OHL),375,24,28,52,-24,347,,,,,,,2.1
186,Tampa Bay Lightning,Teigan Zahn,CA,D,20,,Saskatoon (WHL),,,,,,,,,,,,,
186,Ottawa Senators,Jordan Fransoo,CA,D,18,,Brandon (WHL),,,,,,,,,,,,,
186,Calgary Flames,Matthew Deblouw,US,C,18,,Muskegon (USHL),,,,,,,,,,,,,
186,Tampa Bay Lightning,Joel Vermin,CH,RW,21,2017,Bern (Swiss),24,0,4,4,3,4,,,,,,,0.2
187,Toronto Maple Leafs,Robbie Earl,US,LW,19,2011,Wisconsin (WCHA),47,6,1,7,-4,6,,,,,,,0.5
187,Atlanta Thrashers,Andrei Zubarev,RU,D,18,2011,Salavat Yulayev Ufa 2 (Russia-3),4,0,1,1,-4,4,,,,,,,-0.2
187,Calgary Flames,Devin Didiomete,CA,LW,18,,Sudbury (OHL),,,,,,,,,,,,,
187,Buffalo Sabres,Nick Eno,US,G,18,,Green Mountain (EJHL),,,,,,,,,,,,,
187,Columbus Blue Jackets,Sean Collins,CA,C,19,2016,Waywayseecappo (MJHL),21,0,3,3,-2,10,,,,,,,-0.1
187,Vancouver Canucks,Steven Anthony,CA,LW,18,,Saint John (QMJHL),,,,,,,,,,,,,
187,Carolina Hurricanes,Frederik Andersen,DK,G,20,2022,Frederikshavn (Denmark),432,0,13,13,0,26,432,255,108,50,0.916,2.59,80.6
187,Winnipeg Jets,Aaron Harstad,US,D,19,,Green Bay (USHL),,,,,,,,,,,,,
187,Anaheim Ducks,Kenton Helgesen,CA,D,18,,Calgary (WHL),,,,,,,,,,,,,
187,Calgary Flames,Rushan Rafikov,RU,D,18,,Yaroslavl 2 (Russia-Jr.),,,,,,,,,,,,,
188,Tampa Bay Lightning,Jan Zapletal,CZ,D,18,,Vsetin Jr. (Czech-Jr.),,,,,,,,,,,,,
188,Chicago Blackhawks,Joe Charlebois,US,D,19,,Sioux City (USHL),,,,,,,,,,,,,
188,Phoenix Coyotes,Chris Frank,US,D,20,,Western Michigan (CCHA),,,,,,,,,,,,,
188,Los Angeles Kings,Matt Fillier,CA,C,18,,St. John's (QMJHL),,,,,,,,,,,,,
188,Toronto Maple Leafs,Andrew MacWilliam,CA,D,18,2015,Camrose (AJHL),12,0,2,2,-6,12,,,,,,,-0.1
188,Toronto Maple Leafs,Barron Smith,US,D,18,,Peterborough (OHL),,,,,,,,,,,,,
188,San Jose Sharks,Lee Moffie,US,D,20,,Michigan (CCHA),,,,,,,,,,,,,
188,Columbus Blue Jackets,Anton Forsberg,SE,G,18,2022,MODO Jr. (Sweden-Jr.),81,0,1,1,0,0,81,26,38,7,0.908,3.08,11.9
188,Minnesota Wild,Louis Nanne,US,LW,18,,Edina High (High-MN),,,,,,,,,,,,,
188,Edmonton Oilers,Gregory Chase,CA,C/RW,18,,Calgary (WHL),,,,,,,,,,,,,
189,Vancouver Canucks,Julien Ellis,CA,G,18,,Shawinigan (QMJHL),,,,,,,,,,,,,
189,Columbus Blue Jackets,Kirill Starkov,RU,C,18,,Vastra Frolunda Jr. (Sweden-Jr.),,,,,,,,,,,,,
189,Columbus Blue Jackets,Derek Dorsett,CA,RW,19,2018,Medicine Hat (WHL),515,51,76,127,-49,1314,,,,,,,6.8
189,Boston Bruins,Jordan Knackstedt,CA,RW,18,,Moose Jaw (WHL),,,,,,,,,,,,,
189,Phoenix Coyotes,Tim Billingsley,CA,D,18,,Mississauga St. Michael's (OHL),,,,,,,,,,,,,
189,San Jose Sharks,Marek Viedensky,SK,C,19,,Prince George (WHL),,,,,,,,,,,,,
189,Minnesota Wild,Dylen McKinlay,CA,RW,18,,Chilliwack (WHL),,,,,,,,,,,,,
189,New Jersey Devils,Patrick Daly,US,D,19,,Benilde-St.Margaret's (High-MN),,,,,,,,,,,,,
189,Carolina Hurricanes,Brendan Collier,US,LW,18,,Malden Catholic (High-MA),,,,,,,,,,,,,
189,Buffalo Sabres,Eric Locke,US,C,19,,Saginaw (OHL),,,,,,,,,,,,,
190,Columbus Blue Jackets,Lennart Petrell,FI,C,20,2013,HIFK Helsinki Jr. (Finland-Jr.),95,7,11,18,-14,49,,,,,,,0.6
190,Montreal Canadiens,Matt D'Agostini,CA,RW,18,2014,Guelph (OHL),324,52,55,107,-32,147,,,,,,,9.4
190,New York Islanders,Troy Mattila,US,LW,18,,Springfield (NAHL),,,,,,,,,,,,,
190,St. Louis Blues,Trevor Nill,US,C,18,,Det. Compuware Midgets (MWEHL),,,,,,,,,,,,,
190,Florida Panthers,Matt Bartkowski,US,D,20,2021,Lincoln (USHL),256,8,40,48,-12,157,,,,,,,9.1
190,Ottawa Senators,Brad Peltz,US,LW,19,,Avon Old Farms (High-CT),,,,,,,,,,,,,
190,New York Rangers,Randy McNaught,CA,RW,20,,Saskatoon (WHL),,,,,,,,,,,,,
190,Toronto Maple Leafs,Garret Sparks,US,G,18,2022,Guelph (OHL),40,0,0,0,0,0,40,15,18,2,0.899,3.05,4.7
190,Winnipeg Jets,Jamie Phillips,CA,G,19,,Toronto Jr. Canadiens (OJHL),,,,,,,,,,,,,
190,Winnipeg Jets,Brenden Kichton,CA,D,21,,Spokane (WHL),,,,,,,,,,,,,
191,Tampa Bay Lightning,Karri Ramo,FI,G,18,2016,Pelicans Jr. (Finland-Jr.),159,0,4,4,0,16,159,60,63,18,0.906,2.85,22.9
191,Buffalo Sabres,Vyacheslav Buravchikov,RU,D,18,,Krylja Sovetov (Russia),,,,,,,,,,,,,
191,Detroit Red Wings,Nick Oslund,US,RW,18,,Burnsville (High-MN),,,,,,,,,,,,,
191,Florida Panthers,Ryan Watson,CA,LW,19,,Cambridge Jr. B ( ),,,,,,,,,,,,,
191,Vancouver Canucks,Morgan Clark,CA,G,18,,Red Deer (WHL),,,,,,,,,,,,,
191,Ottawa Senators,Michael Sdao,US,D,20,,Lincoln (USHL),,,,,,,,,,,,,
191,Chicago Blackhawks,Mac Carruth,US,G,18,,Portland (WHL),,,,,,,,,,,,,
191,Minnesota Wild,Tyler Graovac,CA,C,18,2021,Ottawa (OHL),84,12,3,15,-2,20,,,,,,,1.4
191,Chicago Blackhawks,Brandon Whitney,CA,G,18,,Victoriaville (QMJHL),,,,,,,,,,,,,
191,Los Angeles Kings,Dominik Kubalik,CZ,LW,18,2022,Sudbury (OHL),179,58,46,104,-16,44,,,,,,,11.7
192,Detroit Red Wings,Anton Axelsson,SE,LW,18,,Vastra Frolunda Jr. (Sweden-Jr.),,,,,,,,,,,,,
192,Carolina Hurricanes,Nicolas Blanchard,CA,LW,18,2013,Chicoutimi (QMJHL),9,0,0,0,-2,20,,,,,,,-0.2
192,Minnesota Wild,Chris Hickey,US,C,18,,Cretin-Derham (High-MN),,,,,,,,,,,,,
192,Montreal Canadiens,Scott Kishel,US,D,18,,Virginia (High-MN),,,,,,,,,,,,,
192,Chicago Blackhawks,Joe Gleason,US,D,18,,Edina (High-MN),,,,,,,,,,,,,
192,Nashville Predators,Cam Reid,CA,C,18,,Westside (BCHL),,,,,,,,,,,,,
192,Anaheim Ducks,Brett Perlini,CA,C,20,,Michigan State (CCHA),,,,,,,,,,,,,
192,St. Louis Blues,Teemu Eronen,FI,D,20,,Jokerit (Finland),,,,,,,,,,,,,
192,Colorado Avalanche,Colin Smith,CA,C,19,2015,Kamloops (WHL),1,0,0,0,0,0,,,,,,,0
192,Philadelphia Flyers,David Drake,US,D,18,,Des Moines (USHL),,,,,,,,,,,,,
193,Nashville Predators,Kevin Schaeffer,US,D,19,,Boston University (H-East),,,,,,,,,,,,,
193,San Jose Sharks,Tony Lucia,US,LW,18,,Wayzata (High-MN),,,,,,,,,,,,,
193,Florida Panthers,Marc Cheverie,CA,G,19,,Nanaimo (BCHL),,,,,,,,,,,,,
193,New York Rangers,David Skokan,SK,C,18,,Rimouski (QMJHL),,,,,,,,,,,,,
193,Edmonton Oilers,Jordan Bendfeld,CA,D,20,,Medicine Hat (WHL),,,,,,,,,,,,,
193,Minnesota Wild,Anthony Hamburg,US,C,18,,Dallas Stars AAA (MWEHL),,,,,,,,,,,,,
193,Calgary Flames,Patrick Holland,CA,RW,18,2014,Tri-City (WHL),5,0,0,0,0,0,,,,,,,-0.1
193,Carolina Hurricanes,Brody Sutter,CA,C,19,2016,Lethbridge (WHL),12,0,0,0,-6,0,,,,,,,-0.4
193,Buffalo Sabres,Brady Austin,CA,D,19,2017,Belleville (OHL),5,0,0,0,0,4,,,,,,,0.1
193,Phoenix Coyotes,Jedd Soleway,CA,C,19,,Penticton (BCHL),,,,,,,,,,,,,
194,Pittsburgh Penguins,Chris Peluso,US,D,18,,Brainerd (High-MN),,,,,,,,,,,,,
194,Pittsburgh Penguins,Jean-Philippe Paquet,CA,D,18,,Shawinigan (QMJHL),,,,,,,,,,,,,
194,Columbus Blue Jackets,Matt Marquardt,CA,LW,19,,Moncton (QMJHL),,,,,,,,,,,,,
194,Toronto Maple Leafs,Carl Gunnarsson,SE,D,20,2021,Linkoping ( ),629,30,108,138,55,179,,,,,,,32.7
194,San Jose Sharks,Drew Daniels,US,RW,19,,Kent School (High-CT),,,,,,,,,,,,,
194,Buffalo Sabres,Maxime Legault,CA,RW,20,,Shawinigan (QMJHL),,,,,,,,,,,,,
194,Nashville Predators,David Elsner,DE,LW,18,,Landshut Cann. (German-2),,,,,,,,,,,,,
194,San Jose Sharks,Colin Blackwell,US,C,18,2022,St. John's Prep (High-MA),112,21,23,44,7,29,,,,,,,4.6
194,Florida Panthers,Jonatan Nielsen,SE,D,19,,Linkoping Jr. (Sweden-Jr.),,,,,,,,,,,,,
194,Winnipeg Jets,Marcus Karlstrom,SE,D,18,,AIK U18 (Sweden-Jr.),,,,,,,,,,,,,
195,Minnesota Wild,Jean-Michel Rizk,CA,RW,18,,Saginaw (OHL),,,,,,,,,,,,,
195,Pittsburgh Penguins,Joe Vitale,US,C,20,2016,Sioux Falls (USHL),234,11,33,44,-24,156,,,,,,,0.8
195,Atlanta Thrashers,Jesse Martin,CA,C,18,,Spruce Grove (AJHL),,,,,,,,,,,,,
195,Colorado Avalanche,Johan Alcen,SE,RW,19,,Brynas Gavle (Sweden),,,,,,,,,,,,,
195,Carolina Hurricanes,Samuel Morneau,CA,LW,18,,Baie-Comeau (QMJHL),,,,,,,,,,,,,
195,Chicago Blackhawks,Paul Phillips,US,D,18,,Cedar Rapids (USHL),,,,,,,,,,,,,
195,Boston Bruins,Maxim Chudinov,RU,D,20,,Cherepovets (Russia),,,,,,,,,,,,,
195,Dallas Stars,Jyrki Jokipakka,FI,D,20,2017,Ilves Tampere (Finland),150,3,25,28,-2,34,,,,,,,4.6
195,Washington Capitals,Christian Djoos,SE,D,18,2021,Brynas Jr. (Sweden-Jr.),155,7,31,38,12,28,,,,,,,7.2
195,Columbus Blue Jackets,Peter Quenneville,CA,C/RW,19,,Dubuque (USHL),,,,,,,,,,,,,
196,Chicago Blackhawks,Petri Kontiola,FI,C,19,2008,Tappara Tampere (Finland),12,0,5,5,5,6,,,,,,,0.4
196,New York Islanders,Nick Tuzzolino,US,D,19,,Sarnia (OHL),,,,,,,,,,,,,
196,Phoenix Coyotes,Benn Ferriero,US,C,19,2014,Boston College ( ),98,14,9,23,12,25,,,,,,,2.5
196,New York Islanders,Simon Lacroix,CA,D,18,,Shawinigan (QMJHL),,,,,,,,,,,,,
196,Philadelphia Flyers,Joacim Eriksson,SE,G,18,2014,Brynas Gavle Jr. (Sweden-Jr.),1,0,0,0,,0,1,,,,0.806,9.99,-0.2
196,Philadelphia Flyers,Oliver Lauridsen,DK,D,20,2015,St. Cloud State (WCHA),16,2,1,3,-1,44,,,,,,,0.8
196,Ottawa Senators,Bryce Aneloski,US,D,20,,Cedar Rapids (USHL),,,,,,,,,,,,,
196,Phoenix Coyotes,Zac Larraza,US,LW,18,,USA U-18 (USHL),,,,,,,,,,,,,
196,Ottawa Senators,Mikael Wikstrand,SE,D,18,,Mora (Sweden-2),,,,,,,,,,,,,
196,New York Islanders,Kyle Burroughs,CA,D,18,2022,Regina (WHL),41,1,5,6,-4,38,,,,,,,0.9
197,Washington Capitals,Andrew Gordon,CA,RW,18,2013,Notre Dame (SJHL),55,3,4,7,-15,6,,,,,,,-0.4
197,Anaheim Ducks,Jean-Philippe Levasseur,CA,G,18,,Rouyn Noranda (QMJHL),,,,,,,,,,,,,
197,Vancouver Canucks,Evan Fuller,CA,RW,18,,Prince George (WHL),,,,,,,,,,,,,
197,Tampa Bay Lightning,Michael Ward,CA,D,18,,Lewiston (QMJHL),,,,,,,,,,,,,
197,Boston Bruins,Mark Goggin,US,C,18,,Choate-Rosemary (High-CT),,,,,,,,,,,,,
197,Columbus Blue Jackets,Kyle Neuber,CA,RW,20,,Mississauga St. Michael's (OHL),,,,,,,,,,,,,
197,Colorado Avalanche,Luke Moffatt,US,C,18,,USA U-18 (USHL),,,,,,,,,,,,,
197,Buffalo Sabres,Brad Navin,US,C,19,,Waupaca (High-WI),,,,,,,,,,,,,
197,Washington Capitals,Jaynen Rissling,CA,D,18,,Calgary (WHL),,,,,,,,,,,,,
197,Minnesota Wild,Nolan De Jong,CA,D,18,,Victoria (WHL),,,,,,,,,,,,,
198,Columbus Blue Jackets,Justin Vienneau,CA,D,18,,Shawinigan (QMJHL),,,,,,,,,,,,,
198,Carolina Hurricanes,Kyle Lawson,US,D,18,,U.S. National U-18 (USNTDP),,,,,,,,,,,,,
198,Tampa Bay Lightning,Denis Kazionov,RU,LW,18,,Tver ( ),,,,,,,,,,,,,
198,New York Rangers,Danny Hobbs,CA,C/RW,18,,Ohio (USHL),,,,,,,,,,,,,
198,Calgary Flames,Alexander Deilert,SE,D,19,,Djurgarden Jr. ( ),,,,,,,,,,,,,
198,Los Angeles Kings,Nic Dowd,US,C,19,2022,Wenatchee (NAHL),350,42,51,93,8,162,,,,,,,7.2
198,Nashville Predators,Joonas Rask,FI,C,20,2013,Ilves (Finland),2,0,1,1,-1,0,,,,,,,0
198,Montreal Canadiens,Colin Sullivan,US,D,18,,Avon Old Farms (High-CT),,,,,,,,,,,,,
198,San Jose Sharks,Joakim Ryan,US,D,19,2021,Cornell (ECAC),145,4,20,24,1,33,,,,,,,5.4
198,Calgary Flames,John Gilmour,CA,D,20,2020,Providence (H-East),37,2,3,5,-16,18,,,,,,,0.1
199,Phoenix Coyotes,Chad Kolarik,US,C,18,2011,U.S. National U-18 (USNTDP),6,0,1,1,-2,2,,,,,,,-0.1
199,Minnesota Wild,Riley Emmerson,CA,RW,19,,Tri-City (WHL),,,,,,,,,,,,,
199,Montreal Canadiens,Cameron Cepek,US,D,18,,Portland (WHL),,,,,,,,,,,,,
199,Washington Capitals,Andrew Glass,US,LW,18,,Nobles (High-MA),,,,,,,,,,,,,
199,Ottawa Senators,Emil Sandin,SE,LW,20,,Brynas Gavle (Sweden),,,,,,,,,,,,,
199,Montreal Canadiens,Michael Cichy,US,C,19,,Indiana (USHL),,,,,,,,,,,,,
199,Atlanta Thrashers,Peter Stoykewych,CA,D,18,,Winnipeg South (MJHL),,,,,,,,,,,,,
199,Chicago Blackhawks,Alex Broadhurst,US,C,18,2018,Green Bay (USHL),2,0,0,0,0,2,,,,,,,0
199,Chicago Blackhawks,Matt Tomkins,CA,G,18,,Sherwood Park (AJHL),,,,,,,,,,,,,
199,Detroit Red Wings,Hampus Melen,SE,RW,18,,Tingsryd (Sweden-Jr.),,,,,,,,,,,,,
200,Calgary Flames,Matt Schneider,CA,C,19,,Tri-City (WHL),,,,,,,,,,,,,
200,Montreal Canadiens,Sergei Kostitsyn,BY,LW,18,2013,Gomel (Belarus-Jr.),353,67,109,176,23,188,,,,,,,18.3
200,Atlanta Thrashers,Arturs Kulda,LV,D,18,2012,CSKA Moscow 2 (Russia),15,0,2,2,3,8,,,,,,,0.6
200,Minnesota Wild,Carson McMillan,CA,RW,19,2014,Calgary (WHL),16,2,3,5,2,11,,,,,,,0.6
200,Colorado Avalanche,Nathan Condon,US,C,18,,Wausau West (High-WI),,,,,,,,,,,,,
200,New York Rangers,Mikhail Pashnin,RU,D,20,,Mechel Chelyabinsk (Russia-2),,,,,,,,,,,,,
200,San Jose Sharks,Chris Crane,US,RW,18,,Green Bay (USHL),,,,,,,,,,,,,
200,Los Angeles Kings,Michael Schumacher,SE,LW,18,,Frolunda Jr. (Sweden-Jr.),,,,,,,,,,,,,
200,Detroit Red Wings,Rasmus Bodin,SE,LW,18,,Ostersunds (Sweden),,,,,,,,,,,,,
200,Minnesota Wild,Alexandre Belanger,CA,G,18,,Rouyn-Noranda (QMJHL),,,,,,,,,,,,,
201,San Jose Sharks,Mike Vernace,CA,D,18,2011,Brampton (OHL),22,0,1,1,-7,10,,,,,,,0
201,Columbus Blue Jackets,Trevor Hendrikx,CA,D,20,,Peterborough (OHL),,,,,,,,,,,,,
201,Colorado Avalanche,Billy Sauer,US,G,18,,Michigan (CCHA),,,,,,,,,,,,,
201,San Jose Sharks,Justin Braun,US,D,20,2022,Massachusetts ( ),776,32,161,193,22,294,,,,,,,40
201,Nashville Predators,Jani Lajunen,FI,C,18,,Blues Espoo Jr. (Finland-Jr.),,,,,,,,,,,,,
201,Calgary Flames,Gaelan Patterson,CA,C,19,,Saskatoon (WHL),,,,,,,,,,,,,
201,Detroit Red Wings,Ben Marshall,US,D,18,,Mahtomedi (High-MN),,,,,,,,,,,,,
201,Tampa Bay Lightning,Matthew Peca,CA,C,18,2022,Pembroke (CCHL),83,6,15,21,-15,6,,,,,,,0.6
201,Philadelphia Flyers,Valeri Vasiliev,RU,D,18,,Spartak 2 (Russia-Jr.),,,,,,,,,,,,,
201,San Jose Sharks,Jacob Jackson,US,C,18,,Tartan (High-MN),,,,,,,,,,,,,
202,Carolina Hurricanes,Ryan Pottruff,CA,D,18,,London (OHL),,,,,,,,,,,,,
202,Chicago Blackhawks,David Kuchejda,CZ,RW,18,,Ceske Budejovice Jr. (Czech-Jr.),,,,,,,,,,,,,
202,San Jose Sharks,John McCarthy,US,LW,20,2016,Boston University ( ),88,3,3,6,-24,22,,,,,,,-1.6
202,Florida Panthers,Sergei Gayduchenko,RU,G,18,,Lokomotiv Yaroslavl 2 (Russia-3),,,,,,,,,,,,,
202,New Jersey Devils,Harry Young,CA,D,18,,Windsor (OHL),,,,,,,,,,,,,
202,St. Louis Blues,Max Tardy,US,C,18,,Duluth East (High-MN),,,,,,,,,,,,,
202,Edmonton Oilers,Kellen Jones,CA,F,20,,Vernon (BCHL),,,,,,,,,,,,,
202,Nashville Predators,Brent Andrews,CA,LW,18,,Halifax (QMJHL),,,,,,,,,,,,,
202,Tampa Bay Lightning,Nikita Gusev,RU,LW,20,2021,CSKA 2 (Russia-Jr.),97,17,37,54,-27,14,,,,,,,4
202,Toronto Maple Leafs,Andreas Johnson,SE,LW,18,2022,Frolunda Jr. (Sweden-Jr.),225,46,59,105,15,82,,,,,,,9.9
203,Anaheim Ducks,Gabriel Bouthillette,CA,G,19,,Gatineau (QMJHL),,,,,,,,,,,,,
203,Chicago Blackhawks,Adam Hobson,SE,C,18,,Spokane (WHL),,,,,,,,,,,,,
203,San Jose Sharks,Jay Barriball,US,LW,19,,Sioux Falls (USHL),,,,,,,,,,,,,
203,San Jose Sharks,Frazer McLaren,CA,LW,19,2014,Portland (WHL),102,4,7,11,3,264,,,,,,,0.8
203,Tampa Bay Lightning,David Carle,US,D,18,,Shattuck-St. Mary's (High-MN),,,,,,,,,,,,,
203,Atlanta Thrashers,Jordan Samuels-Thomas,US,LW,19,,Waterloo (USHL),,,,,,,,,,,,,
203,Buffalo Sabres,Christian Isackson,US,RW,18,,St. Thomas (High-MN),,,,,,,,,,,,,
203,Toronto Maple Leafs,Max Everson,US,D,18,,Edina High (High-MN),,,,,,,,,,,,,
203,Washington Capitals,Sergey Kostenko,RU,G,19,,Novokuznetsk 2 (Russia-Jr.),,,,,,,,,,,,,
203,Nashville Predators,Janne Juvonen,FI,G,18,,Pelicans Jr. (Finland-Jr.),,,,,,,,,,,,,
204,Atlanta Thrashers,Miikka Tuomainen,FI,LW,18,,TuTo (Finland-2),,,,,,,,,,,,,
204,Ottawa Senators,Colin Greening,CA,C/LW,19,2016,Upper Canada College,286,45,57,102,-19,150,,,,,,,8.2
204,New York Rangers,Lukas Zeliska,SK,C,18,,Trinec Jr. (Czech-Jr.),,,,,,,,,,,,,
204,Nashville Predators,Atte Engren,FI,G,19,,Lukko Rauma Jr. (Finland-Jr.),,,,,,,,,,,,,
204,Washington Capitals,Stefan Della Rovere,CA,LW,18,2011,Barrie (OHL),7,0,0,0,0,11,,,,,,,-0.1
204,New Jersey Devils,Curtis Gedig,CA,D,18,,Cowichan Valley (BCHL),,,,,,,,,,,,,
204,New Jersey Devils,Mauro Jorg,CH,LW,20,,Lugano (Swiss),,,,,,,,,,,,,
204,Ottawa Senators,Ryan Dzingel,US,C,19,2022,Lincoln (USHL),403,87,101,188,-20,191,,,,,,,17.9
